OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"《台灣珍有福Joyfull-台北內湖店》平日早班(內/外場)兼職服務人員",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,20,20220705,"** 星期六、日時薪＋20元**** 免費提供口罩、提供酒精消毒外場工作內容：1.佈置及清理餐桌2.為顧客帶位或安排座位3.將菜單遞交顧客，答覆有關餐飲問題，必要時提供建議4.記錄顧客所點菜餚，並通知廚房或內場做餐送餐5.上菜並提供有關用餐的服務6.負責結帳收銀工作內場工作內容：1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作。2.測量食材的容量與重量。3.烹飪餐點。4.協助器具洗滌及廚房檯面整理的工作。** 上班時間 09:00~18:00** 補助員工餐** 提供員工制服** 提供完整的職前教育訓練** 提供健全的升遷制度** 國定假日時薪兩倍** 員工介紹獎金:兼職人員1000元(任職滿三個月，無曠職紀錄)** 滿半年享特休假",台北市內湖區,無,部份工時：09時00分至18時00分,時薪,168,185,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2328815&HIRE_ID=11166933","台灣珍有福餐飲股份有限公司",20220505
"《6/30艋舺站小徵》門市正職■無經驗可",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,30,20220630,"1.咖啡及其他飲品調製。2.製作簡易餐點/輕食。3.結帳與收銀，整理現金收據。4.維護工作環境。5.咖啡豆及冲煮器具之專業介紹和銷售。6.定期盤點飲料與食材。【6/30(四) 下午2:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,日班、中班,月薪,28500,,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2316199&HIRE_ID=11222371","路易莎職人咖啡股份有限公司",20220601
"營運管理主管「此為線上就業博覽會」",全職,21,行銷／企劃／專案,210302,營運管理師／系統整合／ERP專案師,2,20220615,"1.營運績效目標管理與策略規劃2.推展組織營運3.商品銷售與營運通路管理4.人員工作教導與訓練、及績效提升之協助5.同仁之培訓規劃與管理6.善於溝通，數字與邏輯觀念清楚，抗壓性強111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,3年以上,日班,月薪,35000,55000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=14658&HIRE_ID=11224105","三井資訊股份有限公司",20220601
"業務專員(此為線上就業博覽會)",全職,02,業務／貿易／銷售,020102,業務人員,4,20220615,"1.開發其他潛在客戶2.產品組合展示報價3.產品相關售後服務4.提醒客戶續約繳費5.既有客戶關係維護6.其他主管交辦事項111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市內湖區,無,日班,月薪,27000,60000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2400709&HIRE_ID=11170235","台灣網路數據有限公司",20220506
"節目企劃專員（製作）",全職,21,行銷／企劃／專案,210103,行銷企劃人員,1,20220706,"1、XR(AR/VR/MR)互動技術相關應用內容資料蒐集2、撰寫XR互動科技節目企劃腳本3、節目前置準備及協助錄影現場執行4、處理節目其他製作細節(包含溝通相關後製事宜、拍攝片段整理)5、具備基礎影音剪輯6、協助執行相關細節7、對XR互動科技產業有興趣，具備節目創意發想能力8、有數位節目直播製作經驗與網路直播節目製作企畫經驗者9、樂於學習、具工作熱忱、用於挑戰、溝通能力佳、邏輯清晰思考快速",台北市南港區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2308371&HIRE_ID=11171789","宇萌數位科技股份有限公司",20220506
"PHP工程師",全職,08,資訊／軟體／系統,080202,軟(韌)體設計工程師,2,20220630,"Enjoy working within a team， sharing ideas， and building the best service.快來和我們一起天天向上，做吃喝玩樂的麻吉！主要相關工作內容 (依所負責任務不同會接觸不同項目)- 網站前後端開發 (以 PHP 與 React.js 為主)- 內部後台商品管理系統- 資料庫架構設計- API 設計與開發怎麼樣的你/妳適合來：- 熟悉 PHP，至少一年以上的使用經驗- 有 Restful API 開發經驗，熟悉 Slim 者，加分- 熟悉SQL語法、理解基本資料庫正規化，可依照需求設計適當的 database schema (我們使用 MySQL 5.x)- NoSQL 使用與設計經驗 (包含但不限於 Redis、MongoDB)- Web api 設計經驗，能夠設計容易理解以及結構化有彈性的 api 供前端使用- 熟悉 git 並理解 gitflow 或 github flow- 基本 issue 分析與解決能力- 喜愛開發，視 PM 提出的各種需求為挑戰，樂於用有創意的實作或方法解決- 維護舊專案，將改善舊專案效能及架構視為人生最大的挑戰並樂在其中以下加分條件不是必備，但如果你/妳具備，我們可以聊得更多：- docker/docker-compose 容器化經驗 (自行撰寫 dockerfile、調整 image size ，有 K8S 經驗尤佳)。- CI/CD 建構與使用經驗 (使用 drone 與 jenkins)",台北市大安區,無,日班,月薪,30000,70000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2243361&HIRE_ID=10900579","夠麻吉股份有限公司",20220215
"工務、行政助理(此為線上就業博覽會)",全職,01,經營／行政／總務,010206,行政助理,1,20220615,"1.協助工程現場文件建立2.協助各項會議記錄3.協助各廠商計價作業4.建築工程相關文件及表單建立111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市內湖區,1年以上,日班,月薪,28000,35000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=492679&HIRE_ID=11171939","久舜營造股份有限公司",20220506
"派遣_電光系統所_產業推廣人員(C100)",全職,21,行銷／企劃／專案,210205,產品企劃開發人員,1,20220731,"1.掌握半導體產業與廠商動態及未來趨勢，推廣產業聯盟，推動國內外半導體產業上中下游合作 2.規劃與舉辦半導體產業相關會議與活動 3.執行政府單位之臨時交辦事項 4.掌握半導體產業國內外資訊，分析產業趨勢，撰寫議題分析與因應策略之報告與簡報其他條件:1.熟半導體產業，具產業分析報告、簡報撰寫經驗尤佳2.具規劃與舉辦會議與行銷活動之能力尤佳3.具產業合作推廣及產業行銷推廣經驗尤佳4.有與政府單位及廠商溝通經驗，並具2年以上執行政府計畫經驗尤佳5.需擅長溝通協調、具高度抗壓性、高EQ，能接受工作內容高變化性與高挑戰性，喜歡團隊合作尤佳7.請檢附英文TOEIC650分之成績證明或參加本院線上英文檢測",台北市大安區,2年以上,日班,月薪,38000,,碩士,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=151508&HIRE_ID=11190283","美程科技股份有限公司",20220516
"通路服務人員、通路關係管理人員(北投)",全職,02,業務／貿易／銷售,020102,業務人員,5,20311231,"謝謝您對明台產險的職缺感到興趣。想透過國際集團資源持續自我成長?想找個穩定收入又能挑戰高薪的工作?想找個不遺餘力投資員工的日商產險公司?我們主要透過外部合作夥伴(包含銀行、保經代、車商等通路)，提供完善的產品與安心的服務。您需要具備良好的人際關係能力與數位化能力，能傾聽並協助解決客戶的問題。只要定期拜訪合作通路，維繫穩定客戶關係，幫助我們的產品持續銷售與曝光，並最大化夥伴的銷售及消費者體驗，自然就能達到目標，且能額外再爭取自己個人業績佣金。公司擁有完善的教育訓練與知識庫，只要您有學習熱誠，願意了解產險產品、核保、理賠服務等專業知識，公司將協助您提升既有自身服務能力，並優化既有業務流程，為傳統而務實的團隊注入創新力量。若對明台感興趣，願意加入國際化集團，我們期待與您相遇，一起打造更好的自己！工作內容如下：1.負責既有通路之業務維護(車商/銀行/保經代通路)。2.公司通路據點定期拜訪、服務及維繫，穏定客戶關係。3.具產險業務員證照者佳。",台北市北投區,無,日班,月薪,29600,35000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=288426&HIRE_ID=10817789","明台產物保險股份有限公司",20211118
"軟體程式撰寫工程師",全職,08,資訊／軟體／系統,080202,軟(韌)體設計工程師,1,20220730,"1. SCADA圖控軟體撰寫客製化外掛程式2. 能源管理系統軟體，功能修改及新增3. 空調最佳化程式，功能修改及新增4. C#、CSS、HTML、ASP.NET、VB.NET、SQL相關高階語言人員培訓5. 專案功能新增及開發",台北市內湖區,3年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=134308&HIRE_ID=11217345","承隆能源科技股份有限公司",20220530
"【福利麵包 - 點心房】蛋糕中點 學徒 ",全職,16,旅遊／餐飲／休閒,160203,西點、麵包烘焙人員,3,20220723,"#10 ◎1. 學習製作點心房產品2. 備料秤料等製作之前置工作3. 其他主管交辦事項",台北市中山區,無,日班,月薪,27000,30000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=309341&HIRE_ID=11204429","福利麵包食品有限公司",20220523
"房務員 Room Stylist",全職,16,旅遊／餐飲／休閒,160105,房務員,5,額滿為止,"依照台北W飯店客房工作品質標準，清潔客房及樓層公共區域。",台北市信義區,無,日班、中班,月薪,28500,30000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=922007&HIRE_ID=11199637","時代國際飯店股份有限公司",20220519
"(新型態)滷春秋 複合餐飲-長期/假日兼職-南港車站店(適用於安穩雇用2.0)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,20220630,"1.工作時間：採排班制，每日基本工時4~8小時可排班輪班。2.職位要求：無餐飲經驗可，對餐飲業具有熱忱、希望學習餐飲製作、喜好接觸人群、善溝通、注重團隊合作。需配合早、晚排班制、門市輪調。3.工作內容：(1)調製獨家風味飲品與特調招牌楊桃系列茶飲。(2)烹煮特色滷味、麻辣燙及滷味小火鍋、家常乾拌麵等系列商品。(3)餐飲服務工作。4.提供訓練課程：本公司提供完整餐飲技能操作教育訓練",台北市南港區,無,輪班二班制,時薪,168,170,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=423565&HIRE_ID=10763659","百富通股份有限公司",20211026
"市場調查電訪員",全職,02,業務／貿易／銷售,020302,電話行銷人員,1,20220613,"1.企業、一般民眾問卷調查執行(需熟悉電腦操作，包含excel、word等)2.座談會邀訪3.其他交辦事項",台北市信義區,5年以上,日班,論件計酬,50,250,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1128810&HIRE_ID=11118087","恒準市場研究有限公司",20220413
"外務司機(收派)_機車_台北(萬華)",全職,15,物流／運輸／資材,150104,外務及快遞人員,1,20220719,"1.負責區域內文件、包裹收送。2.負責日常客戶關係建立與維護。★具競爭力的薪資保障，提供基本工資＋獎金提成(上不封頂)★提供完善的福利制度和暢通的升遷管道",台北市中正區,無,日班,月薪,30000,60000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=693429&HIRE_ID=11199133","台灣順豐速運股份有限公司",20220519
"業務人員 (北市、新北市、台中)",全職,02,業務／貿易／銷售,020102,業務人員,10,20221207,"※ 需對汽車零件有基本概念或認知 ！！！ ※※ 需對汽車零件有基本概念或認知 ！！！ ※※ 需對汽車零件有基本概念或認知 ！！！ ※※ 每個月需南下台中一週(週一至周六) ※需具備汽車零件銷售一年以上經驗需自備機車1. 開發潛在客戶，拓展市場，以達成業績目標。2. 定期拜訪經銷客戶，維繫穩定客戶關係。3. 負責國內業務接洽及訂單處理。4. 負責產品報價及產品展示，並處理帳款回收相關事宜。5. 負責業務推展，傳達及說明公司各項業務重大訊息、活動及產品。6. 進行商品行銷，產品特色分析介紹，並提供產品購買的建議。7. 提供售後服務，處理客戶端之問題，給予完善的處理。8. 察覺客戶交易之異常狀況，並負責客訴問題之處理。",台北市中山區,1年以上,日班,月薪,32000,59000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2448583&HIRE_ID=10977245","昆達汽車材料行",20220303
"【北投區】健康中心臨時人員",全職,01,經營／行政／總務,010206,行政助理,6,額滿為止,"1.COVID-19確診者及接觸者關懷及諮詢服務。2.協助COVID-19確診者疫調、接觸者匡列、足跡調查、採檢安排及快篩試劑發放等。3.協助疫情相關業務資料確認及建置。4.其他臨時交辦事項報名方式：(請勿電洽或親洽，合者通知面試時間)一、紙本郵寄：110臺北市信義區市府路1號2樓東南區  臺北市政府衛生局人事室 蘇治瑋先生 1999(外縣市請撥02-27208889)轉7146二、電子郵寄：motosquall@health.gov.tw三、其他：至台北就業大補帖【https://www.okwork.taipei/ESO/報名/招募活動/ 選「臺北市衛生局及所屬健康中心增聘臨時人員」】",台北市北投區,1年以上,日班、中班,時薪,230,230,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=152365&HIRE_ID=11144811","臺北市政府產業發展局等(衛生局、公燈處、環保局)",20220429
"內場儲備廚師長→(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,4,20220615,"1.規劃流程。2.人員訓練。3.廠商叫貨與配合。4.監督業績提升。5.人員的工作編排。6.督導店務各事項。7.營業前、後巡視。8.內外協調溝通。9.願意參加公司培訓。10.可配合展店調度。11.獎金另計。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,1年以上,輪班二班制,月薪,34000,,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2247471&HIRE_ID=11195397","六堆伙房股份有限公司",20220517
